python_expression,natural_language
(18 + 23) + (21 * 2) - 7,"add 18 and 23, multiply 21 by 2, add the results, then subtract 7."
((18 + 23) + (21 * 2) - 7) + (17 - 31),"add 18 and 23, multiply 21 by 2, add the results, then subtract 7, then add the difference of 17 and 31)."
((18 + 23) + (21 * 2) - 7) - (8 + 24 + 7),"add 18 and 23, multiply 21 by 2, add the results, then subtract 7, then subtract the sum of 8, 24, and 7."
((18 + 23) + (21 * 2) - 7) * (16 + 3),"add 18 and 23, multiply 21 by 2, add the results, then subtract 7, then multiply that by the sum of 16 and 3."
((18 + 23) + (21 * 2) - 7) + (28 + 25 + 15),"add 18 and 23, multiply 21 by 2, add the results, then subtract 7, then add the sum of 28, 25, and 15."
((18 + 23) + (21 * 2) - 7) + (35 + 20),"add 18 and 23, multiply 21 by 2, add the results, then subtract 7, then add the sum of 35 and 20."
((18 + 23) + (21 * 2) - 7) + (29 + 15 + 5),"add 18 and 23, multiply 21 by 2, add the results, then subtract 7, then add the sum of 29, 15, and 5."
((18 + 23) + (21 * 2) - 7) - (19 + 12),"add 18 and 23, multiply 21 by 2, add the results, then subtract 7, then subtract the sum of 19 and 12."
((18 + 23) + (21 * 2) - 7) * 5,"add 18 and 23, multiply 21 by 2, add the results, then subtract 7, then multiply that by 5."
((18 + 23) + (21 * 2) - 7) - (10 + 12),"add 18 and 23, multiply 21 by 2, add the results, then subtract 7, then subtract the sum of 10 and 12."
(25 * (47 + 16)) - 47,"add 47 and 16, multiply that by 25, then subtract 47."
((25 * (47 + 16)) - 47) + (5 * 11),"add 47 and 16, multiply that by 25, then subtract 47, then add the product of 5 and 11."
((25 * (47 + 16)) - 47) + (12 - 5),"add 47 and 16, multiply that by 25, then subtract 47, then add the difference of 12 and 5)."
((25 * (47 + 16)) - 47) - 10,"add 47 and 16, multiply that by 25, then subtract 47, then subtract 10."
((25 * (47 + 16)) - 47) - (38 + 20),"add 47 and 16, multiply that by 25, then subtract 47, then subtract the sum of 38 and 20."
((25 * (47 + 16)) - 47) - (13 + 5),"add 47 and 16, multiply that by 25, then subtract 47, then subtract the sum of 13 and 5."
((25 * (47 + 16)) - 47) - (38 + 25),"add 47 and 16, multiply that by 25, then subtract 47, then subtract the sum of 38 and 25."
((25 * (47 + 16)) - 47) - 28,"add 47 and 16, multiply that by 25, then subtract 47, then subtract 28."
((25 * (47 + 16)) - 47) - (23 + 47),"add 47 and 16, multiply that by 25, then subtract 47, then subtract the sum of 23 and 47."
((25 * (47 + 16)) - 47) + (37 - 35),"add 47 and 16, multiply that by 25, then subtract 47, then add the difference of 37 and 35)."
((45 - 46) * (24 - 9)),"take 45 minus 46, take 24 minus 9, then multiply the two results."
(((45 - 46) * (24 - 9))) - (18 - 8),"take 45 minus 46, take 24 minus 9, then multiply the two results, then subtract the difference of 18 and 8."
(((45 - 46) * (24 - 9))) * (10 * 2),"take 45 minus 46, take 24 minus 9, then multiply the two results, then multiply that by the product of 10 and 2."
(((45 - 46) * (24 - 9))) + 23,"take 45 minus 46, take 24 minus 9, then multiply the two results, then add 23."
(((45 - 46) * (24 - 9))) + (15 + 21 + 17),"take 45 minus 46, take 24 minus 9, then multiply the two results, then add the sum of 15, 21, and 17."
(((45 - 46) * (24 - 9))) - (12 + 30 + 23),"take 45 minus 46, take 24 minus 9, then multiply the two results, then subtract the sum of 12, 30, and 23."
(((45 - 46) * (24 - 9))) + (16 - 9),"take 45 minus 46, take 24 minus 9, then multiply the two results, then add the difference of 16 and 9)."
(((45 - 46) * (24 - 9))) - (8 * 12),"take 45 minus 46, take 24 minus 9, then multiply the two results, then subtract the product of 8 and 12."
(((45 - 46) * (24 - 9))) - 39,"take 45 minus 46, take 24 minus 9, then multiply the two results, then subtract 39."
(((45 - 46) * (24 - 9))) - (36 + 24),"take 45 minus 46, take 24 minus 9, then multiply the two results, then subtract the sum of 36 and 24."
(10 + 26) + (14 * 38) - 13,"add 10 and 26, multiply 14 by 38, add the results, then subtract 13."
((10 + 26) + (14 * 38) - 13) + (27 + 6 + 3),"add 10 and 26, multiply 14 by 38, add the results, then subtract 13, then add the sum of 27, 6, and 3."
((10 + 26) + (14 * 38) - 13) + 10,"add 10 and 26, multiply 14 by 38, add the results, then subtract 13, then add 10."
((10 + 26) + (14 * 38) - 13) - (7 * 2),"add 10 and 26, multiply 14 by 38, add the results, then subtract 13, then subtract the product of 7 and 2."
((10 + 26) + (14 * 38) - 13) + (7 * 10),"add 10 and 26, multiply 14 by 38, add the results, then subtract 13, then add the product of 7 and 10."
((10 + 26) + (14 * 38) - 13) + (39 - 27),"add 10 and 26, multiply 14 by 38, add the results, then subtract 13, then add the difference of 39 and 27)."
((10 + 26) + (14 * 38) - 13) * (3 * 3),"add 10 and 26, multiply 14 by 38, add the results, then subtract 13, then multiply that by the product of 3 and 3."
((10 + 26) + (14 * 38) - 13) + (37 - 14),"add 10 and 26, multiply 14 by 38, add the results, then subtract 13, then add the difference of 37 and 14)."
((10 + 26) + (14 * 38) - 13) + (22 + 43),"add 10 and 26, multiply 14 by 38, add the results, then subtract 13, then add the sum of 22 and 43."
((10 + 26) + (14 * 38) - 13) * (8 * 4),"add 10 and 26, multiply 14 by 38, add the results, then subtract 13, then multiply that by the product of 8 and 4."
(26 + 23 + 2) * 39 - 9,"add 26, 23, and 2, multiply that sum by 39, then subtract 9."
((26 + 23 + 2) * 39 - 9) + 7,"add 26, 23, and 2, multiply that sum by 39, then subtract 9, then add 7."
((26 + 23 + 2) * 39 - 9) + 42,"add 26, 23, and 2, multiply that sum by 39, then subtract 9, then add 42."
((26 + 23 + 2) * 39 - 9) + (5 * 8),"add 26, 23, and 2, multiply that sum by 39, then subtract 9, then add the product of 5 and 8."
((26 + 23 + 2) * 39 - 9) + (46 - 43),"add 26, 23, and 2, multiply that sum by 39, then subtract 9, then add the difference of 46 and 43)."
((26 + 23 + 2) * 39 - 9) - 28,"add 26, 23, and 2, multiply that sum by 39, then subtract 9, then subtract 28."
((26 + 23 + 2) * 39 - 9) + (23 + 7),"add 26, 23, and 2, multiply that sum by 39, then subtract 9, then add the sum of 23 and 7."
((26 + 23 + 2) * 39 - 9) - 48,"add 26, 23, and 2, multiply that sum by 39, then subtract 9, then subtract 48."
((26 + 23 + 2) * 39 - 9) - (27 + 6 + 10),"add 26, 23, and 2, multiply that sum by 39, then subtract 9, then subtract the sum of 27, 6, and 10."
((26 + 23 + 2) * 39 - 9) + (44 + 49),"add 26, 23, and 2, multiply that sum by 39, then subtract 9, then add the sum of 44 and 49."
(19 * (36 + 23)) - 16,"add 36 and 23, multiply that by 19, then subtract 16."
((19 * (36 + 23)) - 16) * 5,"add 36 and 23, multiply that by 19, then subtract 16, then multiply that by 5."
((19 * (36 + 23)) - 16) - (8 * 5),"add 36 and 23, multiply that by 19, then subtract 16, then subtract the product of 8 and 5."
((19 * (36 + 23)) - 16) + (2 + 35),"add 36 and 23, multiply that by 19, then subtract 16, then add the sum of 2 and 35."
((19 * (36 + 23)) - 16) - (28 + 47),"add 36 and 23, multiply that by 19, then subtract 16, then subtract the sum of 28 and 47."
((19 * (36 + 23)) - 16) - (8 + 18 + 5),"add 36 and 23, multiply that by 19, then subtract 16, then subtract the sum of 8, 18, and 5."
((19 * (36 + 23)) - 16) - (26 + 21 + 13),"add 36 and 23, multiply that by 19, then subtract 16, then subtract the sum of 26, 21, and 13."
((19 * (36 + 23)) - 16) - (23 - 18),"add 36 and 23, multiply that by 19, then subtract 16, then subtract the difference of 23 and 18."
((19 * (36 + 23)) - 16) * (5 * 9),"add 36 and 23, multiply that by 19, then subtract 16, then multiply that by the product of 5 and 9."
((19 * (36 + 23)) - 16) + (15 - 38),"add 36 and 23, multiply that by 19, then subtract 16, then add the difference of 15 and 38)."
(1 * (34 + 32)) - 35,"add 34 and 32, multiply that by 1, then subtract 35."
((1 * (34 + 32)) - 35) + 38,"add 34 and 32, multiply that by 1, then subtract 35, then add 38."
((1 * (34 + 32)) - 35) - (8 - 18),"add 34 and 32, multiply that by 1, then subtract 35, then subtract the difference of 8 and 18."
((1 * (34 + 32)) - 35) - (12 * 3),"add 34 and 32, multiply that by 1, then subtract 35, then subtract the product of 12 and 3."
((1 * (34 + 32)) - 35) - (3 + 5 + 12),"add 34 and 32, multiply that by 1, then subtract 35, then subtract the sum of 3, 5, and 12."
((1 * (34 + 32)) - 35) + (3 * 11),"add 34 and 32, multiply that by 1, then subtract 35, then add the product of 3 and 11."
((1 * (34 + 32)) - 35) - (8 + 17),"add 34 and 32, multiply that by 1, then subtract 35, then subtract the sum of 8 and 17."
((1 * (34 + 32)) - 35) - (11 + 27 + 20),"add 34 and 32, multiply that by 1, then subtract 35, then subtract the sum of 11, 27, and 20."
((1 * (34 + 32)) - 35) - 8,"add 34 and 32, multiply that by 1, then subtract 35, then subtract 8."
((1 * (34 + 32)) - 35) - (9 * 4),"add 34 and 32, multiply that by 1, then subtract 35, then subtract the product of 9 and 4."
(6 + 21) * (45 - 15) + 29,"add 6 and 21, subtract 15 from 45, multiply the two results, then add 29."
((6 + 21) * (45 - 15) + 29) + (5 * 4),"add 6 and 21, subtract 15 from 45, multiply the two results, then add 29, then add the product of 5 and 4."
((6 + 21) * (45 - 15) + 29) + (10 + 4),"add 6 and 21, subtract 15 from 45, multiply the two results, then add 29, then add the sum of 10 and 4."
((6 + 21) * (45 - 15) + 29) + (20 + 3 + 16),"add 6 and 21, subtract 15 from 45, multiply the two results, then add 29, then add the sum of 20, 3, and 16."
((6 + 21) * (45 - 15) + 29) * (19 + 19),"add 6 and 21, subtract 15 from 45, multiply the two results, then add 29, then multiply that by the sum of 19 and 19."
((6 + 21) * (45 - 15) + 29) + (29 + 17),"add 6 and 21, subtract 15 from 45, multiply the two results, then add 29, then add the sum of 29 and 17."
((6 + 21) * (45 - 15) + 29) + (41 + 8),"add 6 and 21, subtract 15 from 45, multiply the two results, then add 29, then add the sum of 41 and 8."
((6 + 21) * (45 - 15) + 29) + (4 * 6),"add 6 and 21, subtract 15 from 45, multiply the two results, then add 29, then add the product of 4 and 6."
((6 + 21) * (45 - 15) + 29) - 30,"add 6 and 21, subtract 15 from 45, multiply the two results, then add 29, then subtract 30."
((6 + 21) * (45 - 15) + 29) * (8 + 17),"add 6 and 21, subtract 15 from 45, multiply the two results, then add 29, then multiply that by the sum of 8 and 17."
(7 + 17) + (28 * 8) - 22,"add 7 and 17, multiply 28 by 8, add the results, then subtract 22."
((7 + 17) + (28 * 8) - 22) - (32 + 14),"add 7 and 17, multiply 28 by 8, add the results, then subtract 22, then subtract the sum of 32 and 14."
((7 + 17) + (28 * 8) - 22) - (16 + 23 + 7),"add 7 and 17, multiply 28 by 8, add the results, then subtract 22, then subtract the sum of 16, 23, and 7."
((7 + 17) + (28 * 8) - 22) + (15 - 38),"add 7 and 17, multiply 28 by 8, add the results, then subtract 22, then add the difference of 15 and 38)."
((7 + 17) + (28 * 8) - 22) - (7 * 8),"add 7 and 17, multiply 28 by 8, add the results, then subtract 22, then subtract the product of 7 and 8."
((7 + 17) + (28 * 8) - 22) - (26 + 12),"add 7 and 17, multiply 28 by 8, add the results, then subtract 22, then subtract the sum of 26 and 12."
((7 + 17) + (28 * 8) - 22) * 11,"add 7 and 17, multiply 28 by 8, add the results, then subtract 22, then multiply that by 11."
((7 + 17) + (28 * 8) - 22) * (9 * 3),"add 7 and 17, multiply 28 by 8, add the results, then subtract 22, then multiply that by the product of 9 and 3."
((7 + 17) + (28 * 8) - 22) - (9 + 21 + 30),"add 7 and 17, multiply 28 by 8, add the results, then subtract 22, then subtract the sum of 9, 21, and 30."
((7 + 17) + (28 * 8) - 22) + (12 * 11),"add 7 and 17, multiply 28 by 8, add the results, then subtract 22, then add the product of 12 and 11."
((17 - 39) * (37 - 8)),"take 17 minus 39, take 37 minus 8, then multiply the two results."
(((17 - 39) * (37 - 8))) - (2 + 21),"take 17 minus 39, take 37 minus 8, then multiply the two results, then subtract the sum of 2 and 21."
(((17 - 39) * (37 - 8))) * (8 + 14),"take 17 minus 39, take 37 minus 8, then multiply the two results, then multiply that by the sum of 8 and 14."
(((17 - 39) * (37 - 8))) + (20 + 39),"take 17 minus 39, take 37 minus 8, then multiply the two results, then add the sum of 20 and 39."
(((17 - 39) * (37 - 8))) + (2 * 7),"take 17 minus 39, take 37 minus 8, then multiply the two results, then add the product of 2 and 7."
(((17 - 39) * (37 - 8))) + 29,"take 17 minus 39, take 37 minus 8, then multiply the two results, then add 29."
(((17 - 39) * (37 - 8))) + (26 + 2 + 20),"take 17 minus 39, take 37 minus 8, then multiply the two results, then add the sum of 26, 2, and 20."
(((17 - 39) * (37 - 8))) - (22 + 19 + 27),"take 17 minus 39, take 37 minus 8, then multiply the two results, then subtract the sum of 22, 19, and 27."
(((17 - 39) * (37 - 8))) + 49,"take 17 minus 39, take 37 minus 8, then multiply the two results, then add 49."
(((17 - 39) * (37 - 8))) + 5,"take 17 minus 39, take 37 minus 8, then multiply the two results, then add 5."
(30 * (26 - 31)) + 13,"subtract 31 from 26, multiply that by 30, then add 13."
((30 * (26 - 31)) + 13) - (11 * 6),"subtract 31 from 26, multiply that by 30, then add 13, then subtract the product of 11 and 6."
((30 * (26 - 31)) + 13) * (12 + 2),"subtract 31 from 26, multiply that by 30, then add 13, then multiply that by the sum of 12 and 2."
((30 * (26 - 31)) + 13) * (8 * 3),"subtract 31 from 26, multiply that by 30, then add 13, then multiply that by the product of 8 and 3."
((30 * (26 - 31)) + 13) - (6 * 2),"subtract 31 from 26, multiply that by 30, then add 13, then subtract the product of 6 and 2."
((30 * (26 - 31)) + 13) - (12 + 3 + 3),"subtract 31 from 26, multiply that by 30, then add 13, then subtract the sum of 12, 3, and 3."
((30 * (26 - 31)) + 13) + (12 * 12),"subtract 31 from 26, multiply that by 30, then add 13, then add the product of 12 and 12."
((30 * (26 - 31)) + 13) - (23 + 5 + 21),"subtract 31 from 26, multiply that by 30, then add 13, then subtract the sum of 23, 5, and 21."
((30 * (26 - 31)) + 13) + (25 + 29 + 2),"subtract 31 from 26, multiply that by 30, then add 13, then add the sum of 25, 29, and 2."
((30 * (26 - 31)) + 13) - (35 - 42),"subtract 31 from 26, multiply that by 30, then add 13, then subtract the difference of 35 and 42."
11 * 23 + 26 - 44,"multiply 11 by 23, then add 26, then subtract 44."
(11 * 23 + 26 - 44) - 38,"multiply 11 by 23, then add 26, then subtract 44, then subtract 38."
(11 * 23 + 26 - 44) - (19 + 3 + 8),"multiply 11 by 23, then add 26, then subtract 44, then subtract the sum of 19, 3, and 8."
(11 * 23 + 26 - 44) + (39 - 28),"multiply 11 by 23, then add 26, then subtract 44, then add the difference of 39 and 28)."
(11 * 23 + 26 - 44) - (8 + 8),"multiply 11 by 23, then add 26, then subtract 44, then subtract the sum of 8 and 8."
(11 * 23 + 26 - 44) * 3,"multiply 11 by 23, then add 26, then subtract 44, then multiply that by 3."
(11 * 23 + 26 - 44) * 10,"multiply 11 by 23, then add 26, then subtract 44, then multiply that by 10."
(11 * 23 + 26 - 44) + (16 + 32),"multiply 11 by 23, then add 26, then subtract 44, then add the sum of 16 and 32."
(11 * 23 + 26 - 44) + (18 - 27),"multiply 11 by 23, then add 26, then subtract 44, then add the difference of 18 and 27)."
(11 * 23 + 26 - 44) + (5 + 35),"multiply 11 by 23, then add 26, then subtract 44, then add the sum of 5 and 35."
(7 + 41) * (8 - 49) + 35,"add 7 and 41, subtract 49 from 8, multiply the two results, then add 35."
((7 + 41) * (8 - 49) + 35) * (9 * 3),"add 7 and 41, subtract 49 from 8, multiply the two results, then add 35, then multiply that by the product of 9 and 3."
((7 + 41) * (8 - 49) + 35) + (10 + 27),"add 7 and 41, subtract 49 from 8, multiply the two results, then add 35, then add the sum of 10 and 27."
((7 + 41) * (8 - 49) + 35) + (23 + 16 + 4),"add 7 and 41, subtract 49 from 8, multiply the two results, then add 35, then add the sum of 23, 16, and 4."
((7 + 41) * (8 - 49) + 35) + (16 + 50),"add 7 and 41, subtract 49 from 8, multiply the two results, then add 35, then add the sum of 16 and 50."
((7 + 41) * (8 - 49) + 35) - 11,"add 7 and 41, subtract 49 from 8, multiply the two results, then add 35, then subtract 11."
((7 + 41) * (8 - 49) + 35) - (12 * 9),"add 7 and 41, subtract 49 from 8, multiply the two results, then add 35, then subtract the product of 12 and 9."
((7 + 41) * (8 - 49) + 35) - (6 * 11),"add 7 and 41, subtract 49 from 8, multiply the two results, then add 35, then subtract the product of 6 and 11."
((7 + 41) * (8 - 49) + 35) - (8 + 19 + 3),"add 7 and 41, subtract 49 from 8, multiply the two results, then add 35, then subtract the sum of 8, 19, and 3."
((7 + 41) * (8 - 49) + 35) * (8 * 4),"add 7 and 41, subtract 49 from 8, multiply the two results, then add 35, then multiply that by the product of 8 and 4."
(27 + 10 + 8) * 1 - 9,"add 27, 10, and 8, multiply that sum by 1, then subtract 9."
((27 + 10 + 8) * 1 - 9) + (17 + 25 + 20),"add 27, 10, and 8, multiply that sum by 1, then subtract 9, then add the sum of 17, 25, and 20."
((27 + 10 + 8) * 1 - 9) - (6 + 3 + 30),"add 27, 10, and 8, multiply that sum by 1, then subtract 9, then subtract the sum of 6, 3, and 30."
